NEGERI,Jenis Undi,Kod Parlimen,Nama Parlimen,Kod DUN,Nama DUN,KOD DM,Nama Daerah Mengundi,Nama Pusat Mengundi,Nombor Tempat Mengundi,Jumlah Kertas Undi Yang Patut Berada Di Dalam Peti Undi (A),PR,PR_CALON,PR_UNDI,BN,BN_CALON,BN_UNDI,LAIN1,LAIN1_CALON,LAIN1_UNDI,LAIN2,LAIN2_CALON,LAIN2 UNDI,LAIN3,LAIN3_CALON,LAIN3_UNDI,Jumlah Undian Oleh Pemilih,Bilangan Kertas Undi Yang Ditolak (C),Jumlah Kertas Undi Yang Dikeluarkan Kepada Pengundi Tetapi Tidak Dimasukkan Ke Dalam Peti Undi(D)
KEDAH,UNDI BIASA,012,JERAI,22,GURUN ,012/22/05,PADANG LEMBU,"SEK. JENIS KEB. (C) MAH WAH PADANG LEMBU, GURUN",2,542,PAS,MOHD FIRDAUS BIN JAAFAR,321,UMNO,JAMIL KHIR BIN BAHAROM,204,,,,,,,,,,525,17,0
KEDAH,UNDI BIASA,012,JERAI,22,GURUN ,012/22/05,PADANG LEMBU,"SEK. JENIS KEB. (C) MAH WAH PADANG LEMBU, GURUN",3,507,PAS,MOHD FIRDAUS BIN JAAFAR,330,UMNO,JAMIL KHIR BIN BAHAROM,166,,,,,,,,,,496,10,1
KEDAH,UNDI BIASA,012,JERAI,22,GURUN ,012/22/05,PADANG LEMBU,"SEK. JENIS KEB. (C) MAH WAH PADANG LEMBU, GURUN",4,496,PAS,MOHD FIRDAUS BIN JAAFAR,348,UMNO,JAMIL KHIR BIN BAHAROM,140,,,,,,,,,,488,8,0
KEDAH,UNDI BIASA,012,JERAI,22,GURUN ,012/22/05,PADANG LEMBU,"SEK. JENIS KEB. (C) MAH WAH PADANG LEMBU, GURUN",5,511,PAS,MOHD FIRDAUS BIN JAAFAR,292,UMNO,JAMIL KHIR BIN BAHAROM,199,,,,,,,,,,491,20,0
KEDAH,UNDI BIASA,012,JERAI,22,GURUN ,012/22/06,SUNGAI ROTAN,"SEK. JENIS KEB. (C) YANG KAO, GUAR CHEMPEDAK",1,316,PAS,MOHD FIRDAUS BIN JAAFAR,105,UMNO,JAMIL KHIR BIN BAHAROM,199,,,,,,,,,,304,12,0
KEDAH,UNDI BIASA,012,JERAI,22,GURUN ,012/22/07,GURUN,"SEK. KEB. GURUN (PUSAT), GURUN",1,297,PAS,MOHD FIRDAUS BIN JAAFAR,75,UMNO,JAMIL KHIR BIN BAHAROM,216,,,,,,,,,,291,6,0
KEDAH,UNDI BIASA,012,JERAI,22,GURUN ,012/22/07,GURUN,"SEK. KEB. GURUN (PUSAT), GURUN",2,525,PAS,MOHD FIRDAUS BIN JAAFAR,223,UMNO,JAMIL KHIR BIN BAHAROM,301,,,,,,,,,,524,1,0
KEDAH,UNDI BIASA,012,JERAI,22,GURUN ,012/22/08,PULAU CHENGAI,"SEK. KEB. GURUN (PUSAT), GURUN",3,298,PAS,MOHD FIRDAUS BIN JAAFAR,98,UMNO,JAMIL KHIR BIN BAHAROM,191,,,,,,,,,,289,9,0
KEDAH,UNDI BIASA,012,JERAI,22,GURUN ,012/22/08,PULAU CHENGAI,"SEK. KEB. GURUN (PUSAT), GURUN",4,401,PAS,MOHD FIRDAUS BIN JAAFAR,142,UMNO,JAMIL KHIR BIN BAHAROM,256,,,,,,,,,,398,3,0
KEDAH,UNDI BIASA,012,JERAI,22,GURUN ,012/22/08,PULAU CHENGAI,"SEK. KEB. GURUN (PUSAT), GURUN",5,370,PAS,MOHD FIRDAUS BIN JAAFAR,151,UMNO,JAMIL KHIR BIN BAHAROM,216,,,,,,,,,,367,3,0
KEDAH,UNDI BIASA,012,JERAI,22,GURUN ,012/22/09,BONGKOK GURUN,"SEK. KEB. BATU EMPAT JALAN JENIANG, GURUN",1,314,PAS,MOHD FIRDAUS BIN JAAFAR,80,UMNO,JAMIL KHIR BIN BAHAROM,223,,,,,,,,,,303,11,0
KEDAH,UNDI BIASA,012,JERAI,22,GURUN ,012/22/09,BONGKOK GURUN,"SEK. KEB. BATU EMPAT JALAN JENIANG, GURUN",2,534,PAS,MOHD FIRDAUS BIN JAAFAR,168,UMNO,JAMIL KHIR BIN BAHAROM,363,,,,,,,,,,531,3,0
KEDAH,UNDI BIASA,012,JERAI,22,GURUN ,012/22/09,BONGKOK GURUN,"SEK. KEB. BATU EMPAT JALAN JENIANG, GURUN",3,498,PAS,MOHD FIRDAUS BIN JAAFAR,196,UMNO,JAMIL KHIR BIN BAHAROM,294,,,,,,,,,,490,8,0
KEDAH,UNDI BIASA,012,JERAI,22,GURUN ,012/22/10,PEKAN GURUN,"SEK. JENIS KEB. (C) CHOONG HWA, GURUN",1,281,PAS,MOHD FIRDAUS BIN JAAFAR,153,UMNO,JAMIL KHIR BIN BAHAROM,114,,,,,,,,,,267,14,0
KEDAH,UNDI BIASA,012,JERAI,22,GURUN ,012/22/10,PEKAN GURUN,"SEK. JENIS KEB. (C) CHOONG HWA, GURUN",2,556,PAS,MOHD FIRDAUS BIN JAAFAR,285,UMNO,JAMIL KHIR BIN BAHAROM,260,,,,,,,,,,545,11,0
KEDAH,UNDI BIASA,012,JERAI,22,GURUN ,012/22/10,PEKAN GURUN,"SEK. JENIS KEB. (C) CHOONG HWA, GURUN",3,511,PAS,MOHD FIRDAUS BIN JAAFAR,319,UMNO,JAMIL KHIR BIN BAHAROM,186,,,,,,,,,,505,6,0
KEDAH,UNDI BIASA,012,JERAI,22,GURUN ,012/22/10,PEKAN GURUN,"SEK. JENIS KEB. (C) CHOONG HWA, GURUN",4,525,PAS,MOHD FIRDAUS BIN JAAFAR,338,UMNO,JAMIL KHIR BIN BAHAROM,184,,,,,,,,,,522,3,0
KEDAH,UNDI BIASA,012,JERAI,22,GURUN ,012/22/10,PEKAN GURUN,"SEK. JENIS KEB. (C) CHOONG HWA, GURUN",5,492,PAS,MOHD FIRDAUS BIN JAAFAR,281,UMNO,JAMIL KHIR BIN BAHAROM,202,,,,,,,,,,483,9,0
KEDAH,UNDI BIASA,012,JERAI,22,GURUN ,012/22/10,PEKAN GURUN,"SEK. JENIS KEB. (C) CHOONG HWA, GURUN",6,509,PAS,MOHD FIRDAUS BIN JAAFAR,317,UMNO,JAMIL KHIR BIN BAHAROM,189,,,,,,,,,,506,3,0
KEDAH,UNDI BIASA,012,JERAI,22,GURUN ,012/22/11,PEKAN BARU GURUN,"SEK. KEB. SERI JERAI, GURUN",1,292,PAS,MOHD FIRDAUS BIN JAAFAR,220,UMNO,JAMIL KHIR BIN BAHAROM,59,,,,,,,,,,279,13,0
KEDAH,UNDI BIASA,012,JERAI,22,GURUN ,012/22/11,PEKAN BARU GURUN,"SEK. KEB. SERI JERAI, GURUN",2,527,PAS,MOHD FIRDAUS BIN JAAFAR,403,UMNO,JAMIL KHIR BIN BAHAROM,119,,,,,,,,,,522,5,0
KEDAH,UNDI BIASA,012,JERAI,22,GURUN ,012/22/11,PEKAN BARU GURUN,"SEK. KEB. SERI JERAI, GURUN",3,529,PAS,MOHD FIRDAUS BIN JAAFAR,430,UMNO,JAMIL KHIR BIN BAHAROM,90,,,,,,,,,,520,7,2
KEDAH,UNDI BIASA,012,JERAI,22,GURUN ,012/22/12,KAMPUNG GURUN,SEK. MEN. AGAMA PEKAN GURUN,1,261,PAS,MOHD FIRDAUS BIN JAAFAR,105,UMNO,JAMIL KHIR BIN BAHAROM,152,,,,,,,,,,257,3,1
KEDAH,UNDI BIASA,012,JERAI,22,GURUN ,012/22/12,KAMPUNG GURUN,SEK. MEN. AGAMA PEKAN GURUN,2,595,PAS,MOHD FIRDAUS BIN JAAFAR,242,UMNO,JAMIL KHIR BIN BAHAROM,345,,,,,,,,,,587,8,0
KEDAH,UNDI BIASA,012,JERAI,22,GURUN ,012/22/12,KAMPUNG GURUN,SEK. MEN. AGAMA PEKAN GURUN,3,567,PAS,MOHD FIRDAUS BIN JAAFAR,208,UMNO,JAMIL KHIR BIN BAHAROM,352,,,,,,,,,,560,7,0
KEDAH,UNDI BIASA,012,JERAI,22,GURUN ,012/22/13,TAMAN SERI JERAI,SEK. MEN. KEB. GURUN,1,293,PAS,MOHD FIRDAUS BIN JAAFAR,108,UMNO,JAMIL KHIR BIN BAHAROM,176,,,,,,,,,,284,9,0
KEDAH,UNDI BIASA,012,JERAI,22,GURUN ,012/22/13,TAMAN SERI JERAI,SEK. MEN. KEB. GURUN,2,553,PAS,MOHD FIRDAUS BIN JAAFAR,228,UMNO,JAMIL KHIR BIN BAHAROM,315,,,,,,,,,,543,10,0
KEDAH,UNDI BIASA,012,JERAI,22,GURUN ,012/22/13,TAMAN SERI JERAI,SEK. MEN. KEB. GURUN,3,530,PAS,MOHD FIRDAUS BIN JAAFAR,268,UMNO,JAMIL KHIR BIN BAHAROM,259,,,,,,,,,,527,3,0
KEDAH,UNDI BIASA,012,JERAI,22,GURUN ,012/22/13,TAMAN SERI JERAI,SEK. MEN. KEB. GURUN,4,529,PAS,MOHD FIRDAUS BIN JAAFAR,280,UMNO,JAMIL KHIR BIN BAHAROM,247,,,,,,,,,,527,2,0
KEDAH,UNDI BIASA,012,JERAI,22,GURUN ,012/22/14,LADANG JERAI,SEK. JENIS KEB. (T) LADANG HARVARD BAHAGIAN I BEDONG,1,265,PAS,MOHD FIRDAUS BIN JAAFAR,95,UMNO,JAMIL KHIR BIN BAHAROM,157,,,,,,,,,,252,13,0
KEDAH,UNDI BIASA,012,JERAI,22,GURUN ,012/22/14,LADANG JERAI,SEK. JENIS KEB. (T) LADANG HARVARD BAHAGIAN I BEDONG,2,289,PAS,MOHD FIRDAUS BIN JAAFAR,109,UMNO,JAMIL KHIR BIN BAHAROM,166,,,,,,,,,,275,14,0
KEDAH,UNDI BIASA,012,JERAI,22,GURUN ,012/22/14,LADANG JERAI,SEK. JENIS KEB. (T) LADANG HARVARD BAHAGIAN I BEDONG,3,294,PAS,MOHD FIRDAUS BIN JAAFAR,139,UMNO,JAMIL KHIR BIN BAHAROM,142,,,,,,,,,,281,13,0
KEDAH,UNDI BIASA,012,JERAI,22,GURUN ,012/22/15,SUNGAI PUNTAR,SEK. JENIS KEB. (T) LADANG SUNGAI PUNTAR,1,449,PAS,MOHD FIRDAUS BIN JAAFAR,143,UMNO,JAMIL KHIR BIN BAHAROM,287,,,,,,,,,,430,19,0
KEDAH,UNDI BIASA,012,JERAI,22,GURUN ,012/22/16,SUNGAI TOK PAWANG,SEK. KEB. SUNGAI TOK PAWANG BEDONG,1,283,PAS,MOHD FIRDAUS BIN JAAFAR,82,UMNO,JAMIL KHIR BIN BAHAROM,187,,,,,,,,,,269,14,0
KEDAH,UNDI BIASA,012,JERAI,22,GURUN ,012/22/16,SUNGAI TOK PAWANG,SEK. KEB. SUNGAI TOK PAWANG BEDONG,2,429,PAS,MOHD FIRDAUS BIN JAAFAR,155,UMNO,JAMIL KHIR BIN BAHAROM,266,,,,,,,,,,421,8,0
KEDAH,UNDI BIASA,012,JERAI,22,GURUN ,012/22/16,SUNGAI TOK PAWANG,SEK. KEB. SUNGAI TOK PAWANG BEDONG,3,407,PAS,MOHD FIRDAUS BIN JAAFAR,162,UMNO,JAMIL KHIR BIN BAHAROM,240,,,,,,,,,,402,5,0
KEDAH,UNDI BIASA,012,JERAI,22,GURUN ,012/22/17,KAMPUNG MESJID,SEK. KEB. BEDONG,1,276,PAS,MOHD FIRDAUS BIN JAAFAR,113,UMNO,JAMIL KHIR BIN BAHAROM,145,,,,,,,,,,258,17,1
KEDAH,UNDI BIASA,012,JERAI,22,GURUN ,012/22/17,KAMPUNG MESJID,SEK. KEB. BEDONG,2,499,PAS,MOHD FIRDAUS BIN JAAFAR,245,UMNO,JAMIL KHIR BIN BAHAROM,243,,,,,,,,,,488,11,0
KEDAH,UNDI BIASA,012,JERAI,22,GURUN ,012/22/17,KAMPUNG MESJID,SEK. KEB. BEDONG,3,487,PAS,MOHD FIRDAUS BIN JAAFAR,242,UMNO,JAMIL KHIR BIN BAHAROM,236,,,,,,,,,,478,8,1
KEDAH,UNDI BIASA,012,JERAI,22,GURUN ,012/22/17,KAMPUNG MESJID,SEK. KEB. BEDONG,4,450,PAS,MOHD FIRDAUS BIN JAAFAR,229,UMNO,JAMIL KHIR BIN BAHAROM,214,,,,,,,,,,443,7,0
KEDAH,UNDI BIASA,012,JERAI,22,GURUN ,012/22/18,PEKAN BAHRU BEDONG,SEK. MEN. KEB. BEDONG,1,269,PAS,MOHD FIRDAUS BIN JAAFAR,134,UMNO,JAMIL KHIR BIN BAHAROM,129,,,,,,,,,,263,6,0
KEDAH,UNDI BIASA,012,JERAI,22,GURUN ,012/22/18,PEKAN BAHRU BEDONG,SEK. MEN. KEB. BEDONG,2,395,PAS,MOHD FIRDAUS BIN JAAFAR,239,UMNO,JAMIL KHIR BIN BAHAROM,152,,,,,,,,,,391,4,0
KEDAH,UNDI BIASA,012,JERAI,22,GURUN ,012/22/18,PEKAN BAHRU BEDONG,SEK. MEN. KEB. BEDONG,3,379,PAS,MOHD FIRDAUS BIN JAAFAR,236,UMNO,JAMIL KHIR BIN BAHAROM,137,,,,,,,,,,373,6,0
KEDAH,UNDI POS,013,SIK,UNDI POS,UNDI POS,013/UNDI POS,UNDI POS,UNDI POS,0,598,PAS,CHE UDA BIN CHE NIK,198,UMNO,MANSOR BIN ABD RAHMAN,244,,,,,,,,,,442,76,80
KEDAH,UNDI AWAL,013,SIK,UNDI AWAL,UNDI AWAL,013/23/00,UNDI AWAL,"PUSAT LATIHAN, IBU PEJABAT POLIS DAERAH SIK ",1,147,PAS,CHE UDA BIN CHE NIK,11,UMNO,MANSOR BIN ABD RAHMAN,134,,,,,,,,,,145,2,0
KEDAH,UNDI AWAL,013,SIK,UNDI AWAL,UNDI AWAL,013/24/00,UNDI AWAL,"PUSAT LATIHAN, IBU PEJABAT POLIS DAERAH SIK ",2,8,PAS,CHE UDA BIN CHE NIK,0,UMNO,MANSOR BIN ABD RAHMAN,8,,,,,,,,,,8,0,0
KEDAH,UNDI BIASA,013,SIK,23,BELANTEK ,013/23/01,KOTA AUR,"SEK. KEB. KOTA AUR, SIK",1,597,PAS,CHE UDA BIN CHE NIK,289,UMNO,MANSOR BIN ABD RAHMAN,299,,,,,,,,,,588,9,0
KEDAH,UNDI BIASA,013,SIK,23,BELANTEK ,013/23/02,BELANTEK,"SEK. KEB. SERI AMPANG MUDA, KAMPUNG BELANTEK, SIK",1,320,PAS,CHE UDA BIN CHE NIK,134,UMNO,MANSOR BIN ABD RAHMAN,178,,,,,,,,,,312,8,0
KEDAH,UNDI BIASA,013,SIK,23,BELANTEK ,013/23/02,BELANTEK,"SEK. KEB. SERI AMPANG MUDA, KAMPUNG BELANTEK, SIK",2,484,PAS,CHE UDA BIN CHE NIK,188,UMNO,MANSOR BIN ABD RAHMAN,292,,,,,,,,,,480,4,0
KEDAH,UNDI BIASA,013,SIK,23,BELANTEK ,013/23/02,BELANTEK,"SEK. KEB. SERI AMPANG MUDA, KAMPUNG BELANTEK, SIK",3,471,PAS,CHE UDA BIN CHE NIK,208,UMNO,MANSOR BIN ABD RAHMAN,259,,,,,,,,,,467,4,0
KEDAH,UNDI BIASA,013,SIK,23,BELANTEK ,013/23/02,BELANTEK,"SEK. KEB. SERI AMPANG MUDA, KAMPUNG BELANTEK, SIK",4,472,PAS,CHE UDA BIN CHE NIK,213,UMNO,MANSOR BIN ABD RAHMAN,256,,,,,,,,,,469,3,0
KEDAH,UNDI BIASA,013,SIK,23,BELANTEK ,013/23/03,KAMPUNG GULAU,"SEK. MEN. KEB. GULAU, SIK",1,312,PAS,CHE UDA BIN CHE NIK,132,UMNO,MANSOR BIN ABD RAHMAN,180,,,,,,,,,,312,0,0
KEDAH,UNDI BIASA,013,SIK,23,BELANTEK ,013/23/03,KAMPUNG GULAU,"SEK. MEN. KEB. GULAU, SIK",2,502,PAS,CHE UDA BIN CHE NIK,214,UMNO,MANSOR BIN ABD RAHMAN,280,,,,,,,,,,494,8,0
KEDAH,UNDI BIASA,013,SIK,23,BELANTEK ,013/23/03,KAMPUNG GULAU,"SEK. MEN. KEB. GULAU, SIK",3,491,PAS,CHE UDA BIN CHE NIK,233,UMNO,MANSOR BIN ABD RAHMAN,249,,,,,,,,,,482,9,0
KEDAH,UNDI BIASA,013,SIK,23,BELANTEK ,013/23/03,KAMPUNG GULAU,"SEK. MEN. KEB. GULAU, SIK",4,479,PAS,CHE UDA BIN CHE NIK,253,UMNO,MANSOR BIN ABD RAHMAN,221,,,,,,,,,,474,5,0
KEDAH,UNDI BIASA,013,SIK,23,BELANTEK ,013/23/03,KAMPUNG GULAU,"SEK. MEN. KEB. GULAU, SIK",5,461,PAS,CHE UDA BIN CHE NIK,225,UMNO,MANSOR BIN ABD RAHMAN,232,,,,,,,,,,457,4,0
KEDAH,UNDI BIASA,013,SIK,23,BELANTEK ,013/23/04,KUBANG KESOM,"SEK. KEB. DANGLAU, SIK",1,316,PAS,CHE UDA BIN CHE NIK,59,UMNO,MANSOR BIN ABD RAHMAN,240,,,,,,,,,,299,17,0
KEDAH,UNDI BIASA,013,SIK,23,BELANTEK ,013/23/04,KUBANG KESOM,"SEK. KEB. DANGLAU, SIK",2,591,PAS,CHE UDA BIN CHE NIK,141,UMNO,MANSOR BIN ABD RAHMAN,427,,,,,,,,,,568,23,0
KEDAH,UNDI BIASA,013,SIK,23,BELANTEK ,013/23/05,CHEPIR,"SEK. KEB. CHEPIR, SIK",1,326,PAS,CHE UDA BIN CHE NIK,216,UMNO,MANSOR BIN ABD RAHMAN,108,,,,,,,,,,324,2,0
KEDAH,UNDI BIASA,013,SIK,23,BELANTEK ,013/23/05,CHEPIR,"SEK. KEB. CHEPIR, SIK",2,485,PAS,CHE UDA BIN CHE NIK,310,UMNO,MANSOR BIN ABD RAHMAN,172,,,,,,,,,,482,3,0
KEDAH,UNDI BIASA,013,SIK,23,BELANTEK ,013/23/05,CHEPIR,"SEK. KEB. CHEPIR, SIK",3,463,PAS,CHE UDA BIN CHE NIK,324,UMNO,MANSOR BIN ABD RAHMAN,135,,,,,,,,,,459,4,0
KEDAH,UNDI BIASA,013,SIK,23,BELANTEK ,013/23/05,CHEPIR,"SEK. KEB. CHEPIR, SIK",4,451,PAS,CHE UDA BIN CHE NIK,320,UMNO,MANSOR BIN ABD RAHMAN,125,,,,,,,,,,445,6,0
KEDAH,UNDI BIASA,013,SIK,23,BELANTEK ,013/23/06,KAMPUNG CHONG,"SEK. KEB. PAYA TERENDAM, SIK",1,302,PAS,CHE UDA BIN CHE NIK,142,UMNO,MANSOR BIN ABD RAHMAN,152,,,,,,,,,,294,8,0
KEDAH,UNDI BIASA,013,SIK,23,BELANTEK ,013/23/06,KAMPUNG CHONG,"SEK. KEB. PAYA TERENDAM, SIK",2,573,PAS,CHE UDA BIN CHE NIK,237,UMNO,MANSOR BIN ABD RAHMAN,327,,,,,,,,,,564,8,1
KEDAH,UNDI BIASA,013,SIK,23,BELANTEK ,013/23/06,KAMPUNG CHONG,"SEK. KEB. PAYA TERENDAM, SIK",3,559,PAS,CHE UDA BIN CHE NIK,236,UMNO,MANSOR BIN ABD RAHMAN,316,,,,,,,,,,552,7,0
KEDAH,UNDI BIASA,013,SIK,23,BELANTEK ,013/23/06,KAMPUNG CHONG,"SEK. KEB. PAYA TERENDAM, SIK",4,546,PAS,CHE UDA BIN CHE NIK,256,UMNO,MANSOR BIN ABD RAHMAN,282,,,,,,,,,,538,8,0
KEDAH,UNDI BIASA,013,SIK,23,BELANTEK ,013/23/06,KAMPUNG CHONG,"SEK. KEB. PAYA TERENDAM, SIK",5,520,PAS,CHE UDA BIN CHE NIK,224,UMNO,MANSOR BIN ABD RAHMAN,284,,,,,,,,,,508,12,0
KEDAH,UNDI BIASA,013,SIK,23,BELANTEK ,013/23/07,BENDANG MAN,"SEK. MEN. KEB. CHEPIR, SIK",1,332,PAS,CHE UDA BIN CHE NIK,177,UMNO,MANSOR BIN ABD RAHMAN,150,,,,,,,,,,327,5,0
KEDAH,UNDI BIASA,013,SIK,23,BELANTEK ,013/23/07,BENDANG MAN,"SEK. MEN. KEB. CHEPIR, SIK",2,556,PAS,CHE UDA BIN CHE NIK,310,UMNO,MANSOR BIN ABD RAHMAN,240,,,,,,,,,,550,6,0
KEDAH,UNDI BIASA,013,SIK,23,BELANTEK ,013/23/07,BENDANG MAN,"SEK. MEN. KEB. CHEPIR, SIK",3,539,PAS,CHE UDA BIN CHE NIK,286,UMNO,MANSOR BIN ABD RAHMAN,244,,,,,,,,,,530,9,0
KEDAH,UNDI BIASA,013,SIK,23,BELANTEK ,013/23/08,DURIAN BURONG,"SEK. KEB. SIK DALAM, SIK",1,315,PAS,CHE UDA BIN CHE NIK,144,UMNO,MANSOR BIN ABD RAHMAN,169,,,,,,,,,,313,2,0
KEDAH,UNDI BIASA,013,SIK,23,BELANTEK ,013/23/08,DURIAN BURONG,"SEK. KEB. SIK DALAM, SIK",2,504,PAS,CHE UDA BIN CHE NIK,248,UMNO,MANSOR BIN ABD RAHMAN,254,,,,,,,,,,502,2,0
KEDAH,UNDI BIASA,013,SIK,23,BELANTEK ,013/23/09,CHAROK KIT,"KOLEJ KEDA, SIK",1,322,PAS,CHE UDA BIN CHE NIK,148,UMNO,MANSOR BIN ABD RAHMAN,166,,,,,,,,,,314,8,0
KEDAH,UNDI BIASA,013,SIK,23,BELANTEK ,013/23/09,CHAROK KIT,"KOLEJ KEDA, SIK",2,416,PAS,CHE UDA BIN CHE NIK,247,UMNO,MANSOR BIN ABD RAHMAN,164,,,,,,,,,,411,5,0
KEDAH,UNDI BIASA,013,SIK,23,BELANTEK ,013/23/09,CHAROK KIT,"KOLEJ KEDA, SIK",3,406,PAS,CHE UDA BIN CHE NIK,207,UMNO,MANSOR BIN ABD RAHMAN,199,,,,,,,,,,406,0,0
KEDAH,UNDI BIASA,013,SIK,23,BELANTEK ,013/23/10,KAMPUNG DUSUN,SEK. MEN. KEB. SIK,1,302,PAS,CHE UDA BIN CHE NIK,162,UMNO,MANSOR BIN ABD RAHMAN,138,,,,,,,,,,300,2,0
KEDAH,UNDI BIASA,013,SIK,23,BELANTEK ,013/23/10,KAMPUNG DUSUN,SEK. MEN. KEB. SIK,2,389,PAS,CHE UDA BIN CHE NIK,239,UMNO,MANSOR BIN ABD RAHMAN,148,,,,,,,,,,387,2,0
KEDAH,UNDI BIASA,013,SIK,23,BELANTEK ,013/23/11,PEKAN SIK,SEK. KEB. SIK,1,268,PAS,CHE UDA BIN CHE NIK,110,UMNO,MANSOR BIN ABD RAHMAN,156,,,,,,,,,,266,1,1
KEDAH,UNDI BIASA,013,SIK,23,BELANTEK ,013/23/11,PEKAN SIK,SEK. KEB. SIK,2,554,PAS,CHE UDA BIN CHE NIK,213,UMNO,MANSOR BIN ABD RAHMAN,339,,,,,,,,,,552,2,0
KEDAH,UNDI BIASA,013,SIK,23,BELANTEK ,013/23/12,KAMPUNG SADU,"SEK. JENIS KEB. (C) CHUNG HWA, SIK",1,303,PAS,CHE UDA BIN CHE NIK,126,UMNO,MANSOR BIN ABD RAHMAN,172,,,,,,,,,,298,5,0
KEDAH,UNDI BIASA,013,SIK,23,BELANTEK ,013/23/12,KAMPUNG SADU,"SEK. JENIS KEB. (C) CHUNG HWA, SIK",2,338,PAS,CHE UDA BIN CHE NIK,173,UMNO,MANSOR BIN ABD RAHMAN,162,,,,,,,,,,335,3,0
KEDAH,UNDI BIASA,013,SIK,23,BELANTEK ,013/23/12,KAMPUNG SADU,"SEK. JENIS KEB. (C) CHUNG HWA, SIK",3,335,PAS,CHE UDA BIN CHE NIK,189,UMNO,MANSOR BIN ABD RAHMAN,139,,,,,,,,,,328,7,0
KEDAH,UNDI BIASA,013,SIK,23,BELANTEK ,013/23/13,KAMPUNG NAMEK,"SEK. KEB. SERI DUSUN, JALAN MELATI, SIK",1,327,PAS,CHE UDA BIN CHE NIK,118,UMNO,MANSOR BIN ABD RAHMAN,203,,,,,,,,,,321,6,0
KEDAH,UNDI BIASA,013,SIK,23,BELANTEK ,013/23/13,KAMPUNG NAMEK,"SEK. KEB. SERI DUSUN, JALAN MELATI, SIK",2,375,PAS,CHE UDA BIN CHE NIK,136,UMNO,MANSOR BIN ABD RAHMAN,230,,,,,,,,,,366,9,0
KEDAH,UNDI BIASA,013,SIK,23,BELANTEK ,013/23/13,KAMPUNG NAMEK,"SEK. KEB. SERI DUSUN, JALAN MELATI, SIK",3,358,PAS,CHE UDA BIN CHE NIK,143,UMNO,MANSOR BIN ABD RAHMAN,213,,,,,,,,,,356,2,0
KEDAH,UNDI BIASA,013,SIK,23,BELANTEK ,013/23/14,KAMPUNG KEMELONG,MAKTAB MAHMUD SIK,1,310,PAS,CHE UDA BIN CHE NIK,129,UMNO,MANSOR BIN ABD RAHMAN,171,,,,,,,,,,300,10,0
KEDAH,UNDI BIASA,013,SIK,23,BELANTEK ,013/23/14,KAMPUNG KEMELONG,MAKTAB MAHMUD SIK,2,582,PAS,CHE UDA BIN CHE NIK,283,UMNO,MANSOR BIN ABD RAHMAN,296,,,,,,,,,,579,3,0
KEDAH,UNDI BIASA,013,SIK,23,BELANTEK ,013/23/14,KAMPUNG KEMELONG,MAKTAB MAHMUD SIK,3,553,PAS,CHE UDA BIN CHE NIK,294,UMNO,MANSOR BIN ABD RAHMAN,255,,,,,,,,,,549,4,0
KEDAH,UNDI BIASA,013,SIK,23,BELANTEK ,013/23/14,KAMPUNG KEMELONG,MAKTAB MAHMUD SIK,4,546,PAS,CHE UDA BIN CHE NIK,309,UMNO,MANSOR BIN ABD RAHMAN,236,,,,,,,,,,545,1,0
KEDAH,UNDI BIASA,013,SIK,24,JENERI  ,013/24/01,PADANG CHICHAK,"SEK. KEB. PADANG CHICHAK, JENERI, JENIANG",1,314,PAS,CHE UDA BIN CHE NIK,94,UMNO,MANSOR BIN ABD RAHMAN,210,,,,,,,,,,304,10,0
KEDAH,UNDI BIASA,013,SIK,24,JENERI  ,013/24/01,PADANG CHICHAK,"SEK. KEB. PADANG CHICHAK, JENERI, JENIANG",2,531,PAS,CHE UDA BIN CHE NIK,188,UMNO,MANSOR BIN ABD RAHMAN,337,,,,,,,,,,525,6,0
KEDAH,UNDI BIASA,013,SIK,24,JENERI  ,013/24/01,PADANG CHICHAK,"SEK. KEB. PADANG CHICHAK, JENERI, JENIANG",3,488,PAS,CHE UDA BIN CHE NIK,157,UMNO,MANSOR BIN ABD RAHMAN,325,,,,,,,,,,482,6,0
KEDAH,UNDI BIASA,013,SIK,24,JENERI  ,013/24/02,KAMPUNG BETONG,"SEK. KEB. KAMPUNG BETONG, JENERI, JENIANG",1,319,PAS,CHE UDA BIN CHE NIK,107,UMNO,MANSOR BIN ABD RAHMAN,203,,,,,,,,,,310,9,0
KEDAH,UNDI BIASA,013,SIK,24,JENERI  ,013/24/02,KAMPUNG BETONG,"SEK. KEB. KAMPUNG BETONG, JENERI, JENIANG",2,524,PAS,CHE UDA BIN CHE NIK,182,UMNO,MANSOR BIN ABD RAHMAN,332,,,,,,,,,,514,10,0
KEDAH,UNDI BIASA,013,SIK,24,JENERI  ,013/24/02,KAMPUNG BETONG,"SEK. KEB. KAMPUNG BETONG, JENERI, JENIANG",3,491,PAS,CHE UDA BIN CHE NIK,157,UMNO,MANSOR BIN ABD RAHMAN,322,,,,,,,,,,479,10,2
KEDAH,UNDI BIASA,013,SIK,24,JENERI  ,013/24/02,KAMPUNG BETONG,"SEK. KEB. KAMPUNG BETONG, JENERI, JENIANG",4,483,PAS,CHE UDA BIN CHE NIK,191,UMNO,MANSOR BIN ABD RAHMAN,289,,,,,,,,,,480,3,0
